receiving_ranker,receiving_name_display,receiving_age,receiving_team_name_abbr,receiving_pos,receiving_games,receiving_games_started,receiving_targets,receiving_rec,receiving_rec_yds,receiving_rec_first_down,receiving_rec_air_yds,receiving_rec_air_yds_per_rec,receiving_rec_yac,receiving_rec_yac_per_rec,receiving_rec_adot,receiving_rec_broken_tackles,receiving_rec_broken_tackles_per_rec,receiving_rec_drops,receiving_rec_drop_pct,receiving_rec_target_int,receiving_rec_pass_rating,receiving_awards
273.0,Jalen Richard,28.0,LVR,RB,10.0,0.0,14.0,12.0,72.0,4.0,5.0,0.4,67.0,5.6,0.5,1.0,12.0,0.0,0.0,1.0,58.3,
274.0,Adam Shaheen,27.0,MIA,TE,12.0,7.0,16.0,12.0,110.0,5.0,69.0,5.8,41.0,3.4,5.8,1.0,12.0,2.0,12.5,0.0,93.2,
275.0,Malik Turner,25.0,DAL,WR,14.0,0.0,16.0,12.0,149.0,8.0,75.0,6.3,74.0,6.2,9.3,2.0,6.0,1.0,6.3,1.0,116.9,
276.0,James White,29.0,NWE,RB,3.0,0.0,14.0,12.0,94.0,5.0,24.0,2.0,70.0,5.8,3.6,1.0,12.0,1.0,7.1,0.0,94.6,
277.0,Brock Wright,23.0,DET,TE,10.0,5.0,17.0,12.0,117.0,6.0,53.0,4.4,64.0,5.3,4.1,0.0,,1.0,5.9,1.0,104.3,
278.0,Tevin Coleman,28.0,NYJ,RB,11.0,5.0,16.0,11.0,49.0,2.0,-34.0,-3.1,83.0,7.5,-1.1,0.0,,2.0,12.5,0.0,72.1,
279.0,Kylen Granson,23.0,IND,TE,17.0,0.0,15.0,11.0,106.0,4.0,30.0,2.7,76.0,6.9,3.9,0.0,,0.0,0.0,0.0,92.6,
280.0,Blake Jarwin,27.0,DAL,TE,8.0,5.0,17.0,11.0,96.0,5.0,58.0,5.3,38.0,3.5,7.5,0.0,,0.0,0.0,1.0,94.2,
281.0,Collin Johnson,24.0,NYG,WR,12.0,1.0,21.0,11.0,105.0,6.0,87.0,7.9,18.0,1.6,8.5,2.0,5.5,1.0,4.8,1.0,46.7,
282.0,Breshad Perriman,28.0,TAM,WR,6.0,0.0,18.0,11.0,167.0,5.0,65.0,5.9,102.0,9.3,8.4,1.0,11.0,1.0,5.6,0.0,110.2,
283.0,John Ross,26.0,NYG,WR,10.0,1.0,20.0,11.0,224.0,8.0,185.0,16.8,39.0,3.5,15.7,1.0,11.0,1.0,5.0,0.0,111.2,
284.0,Drew Sample,25.0,CIN,TE,17.0,8.0,15.0,11.0,81.0,3.0,-1.0,-0.1,82.0,7.5,2.3,2.0,5.5,1.0,6.7,0.0,85.7,
285.0,Ben Skowronek,24.0,LAR,WR,14.0,1.0,20.0,11.0,133.0,7.0,80.0,7.3,53.0,4.8,10.5,1.0,11.0,3.0,15.0,1.0,54.8,
286.0,Jakeem Grant,29.0,2TM,WR,15.0,0.0,17.0,11.0,132.0,7.0,29.0,2.6,103.0,9.4,4.7,3.0,3.7,2.0,11.8,1.0,103.1,"PB,AP-2"
286.0,Jakeem Grant,29.0,MIA,WR,4.0,0.0,2.0,2.0,-7.0,0.0,1.0,0.5,-8.0,-4.0,0.5,0.0,,0.0,0.0,0.0,79.2,
286.0,Jakeem Grant,29.0,CHI,WR,11.0,0.0,15.0,9.0,139.0,7.0,28.0,3.1,111.0,12.3,5.3,3.0,3.0,2.0,13.3,1.0,102.5,
287.0,Peyton Barber,27.0,LVR,RB,10.0,1.0,13.0,10.0,67.0,3.0,-6.0,-0.6,73.0,7.3,1.5,2.0,5.0,2.0,15.4,0.0,87.7,
288.0,Trinity Benson,24.0,DET,WR,8.0,2.0,22.0,10.0,103.0,4.0,52.0,5.2,51.0,5.1,7.5,0.0,,3.0,13.6,1.0,40.5,
289.0,Parris Campbell,24.0,IND,WR,6.0,3.0,20.0,10.0,162.0,7.0,145.0,14.5,17.0,1.7,16.7,0.0,,0.0,0.0,0.0,94.2,
290.0,D'Wayne Eskridge,24.0,SEA,WR,10.0,0.0,20.0,10.0,64.0,4.0,32.0,3.2,32.0,3.2,12.6,2.0,5.0,0.0,0.0,0.0,73.7,
291.0,Cyril Grayson,28.0,TAM,WR,5.0,3.0,12.0,10.0,212.0,8.0,142.0,14.2,70.0,7.0,15.4,0.0,,0.0,0.0,0.0,158.3,
292.0,Alec Ingold,25.0,LVR,FB,9.0,3.0,12.0,10.0,85.0,4.0,39.0,3.9,46.0,4.6,4.7,1.0,10.0,1.0,8.3,0.0,124.0,
293.0,Ronald Jones II,24.0,TAM,RB,16.0,3.0,13.0,10.0,64.0,2.0,-13.0,-1.3,77.0,7.7,-1.2,1.0,10.0,1.0,7.7,0.0,86.7,
294.0,Latavius Murray,31.0,BAL,RB,14.0,6.0,13.0,10.0,75.0,2.0,4.0,0.4,71.0,7.1,0.1,0.0,,1.0,7.7,0.0,90.2,
295.0,Jaret Patterson,22.0,WAS,RB,17.0,1.0,11.0,10.0,73.0,5.0,-2.0,-0.2,75.0,7.5,-0.3,0.0,,0.0,0.0,0.0,94.3,
296.0,Dante Pettis,26.0,NYG,WR,3.0,0.0,16.0,10.0,87.0,5.0,49.0,4.9,38.0,3.8,6.4,0.0,,2.0,12.5,1.0,71.6,
297.0,Anthony Schwartz,21.0,CLE,WR,14.0,2.0,23.0,10.0,135.0,6.0,125.0,12.5,10.0,1.0,17.2,0.0,,1.0,4.3,1.0,59.1,
298.0,Dede Westbrook,28.0,MIN,WR,15.0,0.0,15.0,10.0,68.0,3.0,51.0,5.1,17.0,1.7,7.3,0.0,,0.0,0.0,0.0,76.5,
299.0,Royce Freeman,25.0,2TM,RB,15.0,0.0,16.0,10.0,77.0,4.0,2.0,0.2,75.0,7.5,-0.4,0.0,,1.0,6.3,0.0,74.2,
299.0,Royce Freeman,25.0,CAR,RB,8.0,0.0,6.0,3.0,15.0,0.0,4.0,1.3,11.0,3.7,-1.3,0.0,,1.0,16.7,0.0,56.2,
299.0,Royce Freeman,25.0,HOU,RB,7.0,0.0,10.0,7.0,62.0,4.0,-2.0,-0.3,64.0,9.1,0.2,0.0,,0.0,0.0,0.0,86.2,
300.0,Blake Bell,30.0,KAN,TE,16.0,5.0,13.0,9.0,87.0,4.0,20.0,2.2,67.0,7.4,2.4,0.0,,1.0,7.7,0.0,87.7,
301.0,Alex Collins,27.0,SEA,RB,11.0,6.0,10.0,9.0,87.0,3.0,-9.0,-1.0,96.0,10.7,0.2,1.0,9.0,0.0,0.0,0.0,102.9,
302.0,D'Onta Foreman,25.0,TEN,RB,9.0,3.0,11.0,9.0,123.0,6.0,2.0,0.2,121.0,13.4,0.2,1.0,9.0,1.0,9.1,0.0,113.3,
303.0,Jacob Hollister,28.0,JAX,TE,7.0,2.0,14.0,9.0,55.0,2.0,27.0,3.0,28.0,3.1,5.7,0.0,,1.0,7.1,2.0,56.2,
304.0,Marcus Johnson,27.0,TEN,WR,7.0,3.0,19.0,9.0,160.0,7.0,65.0,7.2,95.0,10.6,9.0,1.0,9.0,0.0,0.0,1.0,54.7,
305.0,Dax Milne,22.0,WAS,WR,13.0,1.0,14.0,9.0,83.0,4.0,49.0,5.4,34.0,3.8,7.6,0.0,,0.0,0.0,0.0,80.4,
306.0,Josh Oliver,24.0,BAL,TE,14.0,1.0,15.0,9.0,66.0,4.0,41.0,4.6,25.0,2.8,8.7,0.0,,0.0,0.0,0.0,70.4,
307.0,Elijhaa Penny,28.0,NYG,RB,17.0,3.0,13.0,9.0,30.0,4.0,-4.0,-0.4,34.0,3.8,-0.2,2.0,4.5,0.0,0.0,0.0,97.9,
308.0,Trent Sherfield,25.0,SFO,WR,17.0,1.0,20.0,9.0,87.0,7.0,64.0,7.1,23.0,2.6,8.7,0.0,,1.0,5.0,1.0,53.5,
309.0,Keith Smith,29.0,ATL,FB,17.0,8.0,10.0,9.0,56.0,3.0,18.0,2.0,38.0,4.2,2.1,2.0,4.5,1.0,10.0,0.0,90.0,
310.0,Lee Smith,34.0,ATL,TE,16.0,6.0,11.0,9.0,65.0,3.0,34.0,3.8,31.0,3.4,3.5,0.0,,0.0,0.0,0.0,121.6,
311.0,Equanimeous St. Brown,25.0,GNB,WR,13.0,2.0,17.0,9.0,98.0,6.0,40.0,4.4,58.0,6.4,10.3,0.0,,1.0,5.9,1.0,45.7,
312.0,Tommy Sweeney,26.0,BUF,TE,13.0,3.0,12.0,9.0,44.0,3.0,30.0,3.3,14.0,1.6,5.8,0.0,,1.0,8.3,1.0,72.9,
313.0,Nick Vannett,28.0,NOR,TE,7.0,2.0,15.0,9.0,133.0,7.0,41.0,4.6,92.0,10.2,5.5,1.0,9.0,3.0,20.0,0.0,111.2,
314.0,Ty'Son Williams,25.0,BAL,RB,13.0,3.0,12.0,9.0,84.0,4.0,13.0,1.4,71.0,7.9,2.5,0.0,,0.0,0.0,0.0,93.7,
315.0,Derrick Gore,27.0,KAN,RB,11.0,0.0,9.0,8.0,105.0,3.0,15.0,1.9,90.0,11.3,1.2,2.0,4.0,0.0,0.0,0.0,115.3,
316.0,Denzel Mims,24.0,NYJ,WR,11.0,3.0,23.0,8.0,133.0,5.0,84.0,10.5,49.0,6.1,11.7,0.0,,2.0,8.7,0.0,55.2,
317.0,Patrick Ricard,27.0,BAL,FB,13.0,11.0,13.0,8.0,63.0,3.0,18.0,2.3,45.0,5.6,1.1,1.0,8.0,0.0,0.0,1.0,67.1,PB
318.0,Eric Saubert,27.0,DEN,TE,17.0,4.0,12.0,8.0,47.0,2.0,18.0,2.3,29.0,3.6,3.3,2.0,4.0,1.0,8.3,1.0,67.0,
319.0,Jeff Smith,24.0,NYJ,WR,12.0,3.0,17.0,8.0,113.0,6.0,98.0,12.3,15.0,1.9,11.3,0.0,,1.0,5.9,0.0,69.0,
320.0,Juwann Winfree,25.0,GNB,WR,7.0,0.0,13.0,8.0,58.0,5.0,27.0,3.4,31.0,3.9,5.8,1.0,8.0,1.0,7.7,0.0,72.0,
321.0,Matt Breida,26.0,BUF,RB,9.0,0.0,9.0,7.0,72.0,4.0,11.0,1.6,61.0,8.7,0.9,0.0,,0.0,0.0,0.0,139.6,
322.0,DJ Chark,25.0,JAX,WR,4.0,4.0,22.0,7.0,154.0,7.0,130.0,18.6,24.0,3.4,16.3,0.0,,1.0,4.5,1.0,69.1,
323.0,Luke Farrell,24.0,JAX,TE,15.0,4.0,11.0,7.0,56.0,3.0,28.0,4.0,28.0,4.0,6.6,0.0,,1.0,9.1,1.0,38.4,
324.0,Noah Gray,22.0,KAN,TE,16.0,1.0,10.0,7.0,36.0,2.0,18.0,2.6,18.0,2.6,2.3,0.0,,1.0,10.0,0.0,108.7,
325.0,Penny Hart,25.0,SEA,WR,17.0,0.0,12.0,7.0,59.0,3.0,18.0,2.6,41.0,5.9,9.0,0.0,,1.0,8.3,0.0,71.2,
326.0,Godwin Igwebuike,27.0,DET,RB,17.0,1.0,10.0,7.0,60.0,4.0,-4.0,-0.6,64.0,9.1,1.5,1.0,7.0,2.0,20.0,0.0,85.4,
327.0,Jesse James,27.0,CHI,TE,14.0,9.0,8.0,7.0,62.0,3.0,44.0,6.3,18.0,2.6,6.8,0.0,,0.0,0.0,0.0,138.5,
328.0,Craig Reynolds,25.0,DET,RB,5.0,2.0,8.0,7.0,52.0,3.0,-4.0,-0.6,56.0,8.0,0.0,2.0,3.5,0.0,0.0,0.0,93.7,
329.0,Greg Ward,26.0,PHI,WR,17.0,0.0,11.0,7.0,95.0,4.0,79.0,11.3,16.0,2.3,7.7,0.0,,2.0,18.2,0.0,130.7,
330.0,Jeff Wilson,26.0,SFO,RB,9.0,4.0,8.0,7.0,31.0,1.0,-12.0,-1.7,43.0,6.1,-1.3,0.0,,0.0,0.0,0.0,82.8,
331.0,Phillip Dorsett,28.0,3TM,WR,6.0,0.0,14.0,7.0,110.0,3.0,83.0,11.9,27.0,3.9,15.0,0.0,,0.0,0.0,0.0,76.5,
331.0,Phillip Dorsett,28.0,JAX,WR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,22.0,0.0,,0.0,0.0,0.0,39.6,
331.0,Phillip Dorsett,28.0,SEA,WR,2.0,0.0,1.0,1.0,3.0,0.0,-2.0,-2.0,5.0,5.0,-2.0,0.0,,0.0,0.0,0.0,79.2,
331.0,Phillip Dorsett,28.0,HOU,WR,3.0,0.0,12.0,6.0,107.0,3.0,85.0,14.2,22.0,3.7,15.8,0.0,,0.0,0.0,0.0,80.9,
332.0,Eno Benjamin,22.0,ARI,RB,9.0,0.0,7.0,6.0,42.0,4.0,-4.0,-0.7,46.0,7.7,-0.1,2.0,3.0,0.0,0.0,0.0,91.7,
333.0,Chris Carson,27.0,SEA,RB,4.0,4.0,6.0,6.0,29.0,1.0,-13.0,-2.2,42.0,7.0,-2.2,2.0,3.0,0.0,0.0,0.0,86.8,
334.0,Corey Clement,27.0,DAL,RB,17.0,0.0,7.0,6.0,29.0,1.0,12.0,2.0,17.0,2.8,1.7,0.0,,1.0,14.3,0.0,123.5,
335.0,Jaelon Darden,22.0,TAM,WR,9.0,0.0,12.0,6.0,43.0,1.0,19.0,3.2,24.0,4.0,13.0,0.0,,0.0,0.0,1.0,24.0,
336.0,Tom Kennedy,25.0,DET,WR,12.0,0.0,10.0,6.0,54.0,2.0,37.0,6.2,17.0,2.8,7.7,1.0,6.0,1.0,10.0,1.0,35.0,
337.0,Chris Manhertz,29.0,JAX,TE,17.0,10.0,9.0,6.0,71.0,4.0,45.0,7.5,26.0,4.3,7.6,0.0,,0.0,0.0,0.0,127.5,
338.0,Tre' McKitty,22.0,LAC,TE,11.0,4.0,8.0,6.0,45.0,3.0,11.0,1.8,34.0,5.7,2.3,0.0,,0.0,0.0,0.0,88.0,
339.0,Rashaad Penny,25.0,SEA,RB,10.0,6.0,8.0,6.0,48.0,3.0,-14.0,-2.3,62.0,10.3,-2.0,1.0,6.0,1.0,12.5,0.0,89.6,
340.0,Curtis Samuel,25.0,WAS,WR,5.0,1.0,9.0,6.0,27.0,4.0,-13.0,-2.2,40.0,6.7,2.3,0.0,,0.0,0.0,1.0,30.6,
341.0,Shi Smith,23.0,CAR,WR,6.0,0.0,11.0,6.0,104.0,3.0,33.0,5.5,71.0,11.8,6.7,0.0,,0.0,0.0,1.0,49.1,
342.0,Kenny Stills,29.0,NOR,WR,13.0,4.0,23.0,6.0,68.0,4.0,58.0,9.7,10.0,1.7,18.4,0.0,,1.0,4.3,1.0,36.0,
343.0,Preston Williams,24.0,MIA,WR,8.0,3.0,16.0,6.0,71.0,3.0,33.0,5.5,38.0,6.3,8.2,2.0,3.0,3.0,18.8,0.0,51.8,
344.0,Anthony Miller,27.0,2TM,WR,3.0,1.0,12.0,6.0,25.0,3.0,15.0,2.5,10.0,1.7,6.3,0.0,,0.0,0.0,2.0,44.4,
344.0,Anthony Miller,27.0,HOU,WR,2.0,1.0,11.0,5.0,23.0,3.0,13.0,2.6,10.0,2.0,6.7,0.0,,0.0,0.0,2.0,43.2,
344.0,Anthony Miller,27.0,PIT,WR,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,79.2,
345.0,Antony Auclair,28.0,HOU,TE,16.0,13.0,5.0,5.0,47.0,2.0,22.0,4.4,25.0,5.0,4.4,1.0,5.0,0.0,0.0,0.0,145.4,
346.0,Dez Fitzpatrick,24.0,TEN,WR,4.0,0.0,8.0,5.0,49.0,4.0,46.0,9.2,3.0,0.6,13.6,0.0,,0.0,0.0,2.0,79.7,
347.0,Jody Fortson,26.0,KAN,TE,6.0,0.0,5.0,5.0,47.0,3.0,38.0,7.6,9.0,1.8,7.6,0.0,,0.0,0.0,0.0,145.4,
348.0,Josh Gordon,30.0,KAN,WR,12.0,7.0,14.0,5.0,32.0,3.0,27.0,5.4,5.0,1.0,10.9,0.0,,2.0,14.3,2.0,28.6,
349.0,KJ Hamler,22.0,DEN,WR,3.0,2.0,10.0,5.0,74.0,4.0,58.0,11.6,16.0,3.2,20.1,0.0,,1.0,10.0,0.0,74.6,
350.0,Parker Hesse,26.0,ATL,DE,8.0,1.0,6.0,5.0,43.0,3.0,22.0,4.4,21.0,4.2,3.7,0.0,,0.0,0.0,0.0,96.5,
351.0,Tony Jones,24.0,NOR,RB,11.0,4.0,8.0,5.0,29.0,2.0,1.0,0.2,28.0,5.6,0.1,0.0,,0.0,0.0,0.0,69.3,
352.0,Joshua Kelley,24.0,LAC,RB,10.0,0.0,6.0,5.0,38.0,1.0,7.0,1.4,31.0,6.2,2.2,1.0,5.0,0.0,0.0,0.0,93.1,
353.0,Scott Miller,24.0,TAM,WR,9.0,0.0,9.0,5.0,38.0,2.0,29.0,5.8,9.0,1.8,13.0,0.0,,0.0,0.0,2.0,26.4,
354.0,Colby Parkinson,22.0,SEA,TE,14.0,1.0,8.0,5.0,33.0,2.0,13.0,2.6,20.0,4.0,5.9,0.0,,0.0,0.0,0.0,71.4,
355.0,Rodney Smith,25.0,CAR,RB,2.0,0.0,5.0,5.0,48.0,2.0,16.0,3.2,32.0,6.4,3.2,1.0,5.0,0.0,0.0,0.0,106.7,
356.0,Ihmir Smith-Marsette,22.0,MIN,WR,8.0,1.0,6.0,5.0,116.0,4.0,99.0,19.8,17.0,3.4,21.3,0.0,,0.0,0.0,0.0,158.3,
357.0,Mike Thomas,27.0,CIN,WR,12.0,1.0,11.0,5.0,52.0,3.0,39.0,7.8,13.0,2.6,9.9,0.0,,0.0,0.0,0.0,59.7,
358.0,Cody White,23.0,PIT,WR,15.0,0.0,6.0,5.0,33.0,3.0,19.0,3.8,14.0,2.8,6.3,0.0,,1.0,16.7,0.0,89.6,
359.0,Charlie Woerner,24.0,SFO,TE,17.0,3.0,6.0,5.0,52.0,3.0,43.0,8.6,9.0,1.8,8.7,0.0,,0.0,0.0,0.0,102.8,
360.0,Le'Veon Bell,29.0,2TM,RB,8.0,0.0,7.0,5.0,30.0,3.0,4.0,0.8,26.0,5.2,0.7,1.0,5.0,1.0,14.3,0.0,119.0,
360.0,Le'Veon Bell,29.0,BAL,RB,5.0,0.0,3.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,1.0,33.3,0.0,42.4,
360.0,Le'Veon Bell,29.0,TAM,RB,3.0,0.0,4.0,4.0,31.0,3.0,5.0,1.3,26.0,6.5,1.3,1.0,4.0,0.0,0.0,0.0,138.5,
361.0,Christian Blake,25.0,ATL,WR,16.0,0.0,9.0,4.0,25.0,2.0,23.0,5.8,2.0,0.5,6.4,0.0,,1.0,11.1,0.0,51.6,
362.0,Kendall Blanton,26.0,LAR,TE,11.0,2.0,7.0,4.0,37.0,2.0,24.0,6.0,13.0,3.3,6.1,0.0,,2.0,28.6,0.0,71.7,
363.0,C.J. Board,28.0,NYG,WR,6.0,1.0,6.0,4.0,51.0,3.0,38.0,9.5,13.0,3.3,17.0,0.0,,0.0,0.0,1.0,53.5,
364.0,Ja'Marcus Bradley,25.0,CLE,WR,5.0,0.0,4.0,4.0,64.0,2.0,48.0,12.0,16.0,4.0,12.0,0.0,,0.0,0.0,0.0,118.7,
365.0,Jason Cabinda,25.0,DET,LB,14.0,4.0,7.0,4.0,16.0,2.0,8.0,2.0,8.0,2.0,0.9,0.0,,2.0,28.6,0.0,101.8,
366.0,Pharoh Cooper,26.0,NYG,WR,8.0,0.0,11.0,4.0,33.0,1.0,26.0,6.5,7.0,1.8,7.1,0.0,,0.0,0.0,1.0,7.0,
367.0,Tyler Davis,24.0,GNB,TE,14.0,0.0,5.0,4.0,35.0,1.0,22.0,5.5,13.0,3.3,7.6,0.0,,1.0,20.0,0.0,95.8,
368.0,Ross Dwelley,26.0,SFO,TE,17.0,2.0,5.0,4.0,51.0,2.0,46.0,11.5,5.0,1.3,11.8,0.0,,0.0,0.0,0.0,148.7,
369.0,Darren Fells,35.0,DET,TE,7.0,5.0,5.0,4.0,43.0,2.0,16.0,4.0,27.0,6.8,4.8,0.0,,0.0,0.0,0.0,102.5,
370.0,Will Fuller,27.0,MIA,WR,2.0,0.0,8.0,4.0,26.0,3.0,16.0,4.0,10.0,2.5,16.4,1.0,4.0,0.0,0.0,0.0,57.3,
371.0,Garrett Griffin,27.0,NOR,TE,13.0,6.0,4.0,4.0,39.0,2.0,12.0,3.0,27.0,6.8,3.0,0.0,,0.0,0.0,0.0,107.3,
372.0,Chris Herndon,25.0,MIN,FB,16.0,5.0,7.0,4.0,40.0,4.0,9.0,2.3,31.0,7.8,4.1,0.0,,2.0,28.6,0.0,113.1,
373.0,Taysom Hill,31.0,NOR,QB/WR,12.0,9.0,6.0,4.0,52.0,4.0,2.0,0.5,50.0,12.5,3.2,1.0,4.0,0.0,0.0,1.0,54.2,
374.0,Chris Hogan,34.0,NOR,WR,5.0,1.0,8.0,4.0,41.0,2.0,20.0,5.0,21.0,5.3,5.1,0.0,,0.0,0.0,0.0,104.7,
375.0,Cody Hollister,28.0,TEN,WR,3.0,1.0,7.0,4.0,33.0,4.0,16.0,4.0,17.0,4.3,10.3,0.0,,0.0,0.0,1.0,29.8,
376.0,Jermar Jefferson,21.0,DET,RB,7.0,0.0,5.0,4.0,23.0,2.0,2.0,0.5,21.0,5.3,0.2,0.0,,0.0,0.0,0.0,85.8,
377.0,Duke Johnson,28.0,MIA,RB,5.0,4.0,5.0,4.0,41.0,3.0,-10.0,-2.5,51.0,12.8,-1.6,2.0,2.0,1.0,20.0,0.0,100.8,
378.0,Jakob Johnson,27.0,NWE,FB,17.0,6.0,5.0,4.0,43.0,2.0,9.0,2.3,34.0,8.5,2.0,1.0,4.0,0.0,0.0,0.0,102.5,
379.0,Sean McKeon,24.0,DAL,TE,9.0,2.0,6.0,4.0,27.0,2.0,17.0,4.3,10.0,2.5,4.5,1.0,4.0,0.0,0.0,0.0,116.0,
380.0,Kene Nwangwu,23.0,MIN,RB,11.0,0.0,5.0,4.0,9.0,0.0,-10.0,-2.5,19.0,4.8,-1.2,0.0,,0.0,0.0,0.0,79.2,
381.0,Qadree Ollison,25.0,ATL,RB,8.0,0.0,6.0,4.0,12.0,1.0,5.0,1.3,7.0,1.8,1.7,0.0,,0.0,0.0,0.0,70.1,
382.0,Adrian Peterson,36.0,TEN,RB,3.0,2.0,4.0,4.0,8.0,0.0,-6.0,-1.5,14.0,3.5,-1.5,0.0,,0.0,0.0,0.0,79.2,
383.0,Amari Rodgers,22.0,GNB,WR,16.0,1.0,8.0,4.0,45.0,2.0,21.0,5.3,24.0,6.0,5.0,1.0,4.0,1.0,12.5,1.0,27.6,
384.0,Wendell Smallwood,27.0,WAS,RB,3.0,0.0,5.0,4.0,22.0,0.0,8.0,2.0,14.0,3.5,0.6,0.0,,0.0,0.0,0.0,85.0,
385.0,Jack Stoll,23.0,PHI,TE,16.0,5.0,5.0,4.0,22.0,0.0,2.0,0.5,20.0,5.0,2.8,0.0,,0.0,0.0,0.0,85.0,
386.0,J.J. Taylor,23.0,NWE,RB,5.0,0.0,4.0,4.0,8.0,0.0,-2.0,-0.5,10.0,2.5,-0.5,0.0,,0.0,0.0,0.0,79.2,
387.0,Ke'Shawn Vaughn,24.0,TAM,RB,12.0,1.0,8.0,4.0,26.0,1.0,12.0,3.0,14.0,3.5,1.6,0.0,,2.0,25.0,0.0,57.3,
388.0,Kristian Wilkerson,24.0,NWE,WR,3.0,1.0,8.0,4.0,42.0,2.0,37.0,9.3,5.0,1.3,16.5,1.0,4.0,1.0,12.5,0.0,105.2,
389.0,Jonathan Williams,27.0,WAS,RB,5.0,0.0,6.0,4.0,28.0,2.0,-8.0,-2.0,36.0,9.0,-2.3,0.0,,0.0,0.0,1.0,37.5,
390.0,Phillip Lindsay,27.0,2TM,RB,14.0,1.0,5.0,4.0,45.0,1.0,-8.0,-2.0,53.0,13.3,-2.2,0.0,,1.0,20.0,0.0,143.7,
390.0,Phillip Lindsay,27.0,HOU,RB,10.0,1.0,4.0,3.0,37.0,1.0,-7.0,-2.3,44.0,14.7,-2.5,0.0,,1.0,25.0,0.0,142.7,
390.0,Phillip Lindsay,27.0,MIA,RB,4.0,0.0,1.0,1.0,8.0,0.0,-1.0,-1.0,9.0,9.0,-1.0,0.0,,0.0,0.0,0.0,100.0,
391.0,Willie Snead,29.0,2TM,WR,9.0,0.0,8.0,4.0,38.0,3.0,26.0,6.5,12.0,3.0,8.4,1.0,4.0,1.0,12.5,1.0,24.0,
391.0,Willie Snead,29.0,LVR,WR,7.0,0.0,5.0,3.0,32.0,3.0,25.0,8.3,7.0,2.3,7.2,1.0,3.0,1.0,20.0,1.0,39.2,
391.0,Willie Snead,29.0,CAR,WR,2.0,0.0,3.0,1.0,6.0,0.0,1.0,1.0,5.0,5.0,10.3,0.0,,0.0,0.0,0.0,42.4,
392.0,Cam Akers,22.0,LAR,RB,1.0,0.0,3.0,3.0,10.0,0.0,6.0,2.0,4.0,1.3,2.0,0.0,,0.0,0.0,0.0,80.6,
393.0,Ryquell Armstead,25.0,JAX,RB,2.0,0.0,4.0,3.0,16.0,1.0,-4.0,-1.3,20.0,6.7,0.0,0.0,,0.0,0.0,1.0,41.7,
394.0,Malcolm Brown,28.0,MIA,RB,7.0,3.0,5.0,3.0,10.0,0.0,2.0,0.7,8.0,2.7,-0.4,0.0,,0.0,0.0,0.0,64.6,
395.0,Michael Burton,29.0,KAN,RB,16.0,0.0,3.0,3.0,31.0,2.0,-5.0,-1.7,36.0,12.0,-1.7,0.0,,0.0,0.0,0.0,109.7,
396.0,Greg Dortch,23.0,ARI,WR,5.0,2.0,3.0,3.0,15.0,0.0,-16.0,-5.3,31.0,10.3,-5.3,0.0,,0.0,0.0,0.0,87.5,
397.0,Alex Erickson,29.0,CAR,WR,17.0,0.0,4.0,3.0,55.0,2.0,25.0,8.3,30.0,10.0,8.3,0.0,,0.0,0.0,0.0,116.7,
398.0,Reggie Gilliam,24.0,BUF,FB,16.0,5.0,5.0,3.0,23.0,0.0,1.0,0.3,22.0,7.3,4.2,0.0,,1.0,20.0,0.0,71.2,
399.0,Demetrius Harris,30.0,ARI,TE,14.0,4.0,6.0,3.0,10.0,0.0,-3.0,-1.0,13.0,4.3,3.7,0.0,,0.0,0.0,1.0,16.7,
400.0,K.J. Hill,24.0,LAC,CB,6.0,0.0,3.0,3.0,30.0,1.0,18.0,6.0,12.0,4.0,6.0,0.0,,0.0,0.0,0.0,108.3,
401.0,Tommy Hudson,24.0,TEN,TE,5.0,0.0,6.0,3.0,31.0,2.0,7.0,2.3,24.0,8.0,5.0,0.0,,0.0,0.0,1.0,25.7,
402.0,Tyree Jackson,24.0,PHI,TE,9.0,3.0,7.0,3.0,22.0,2.0,15.0,5.0,7.0,2.3,9.9,0.0,,0.0,0.0,0.0,90.5,
403.0,Andy Janovich,28.0,CLE,RB,13.0,3.0,4.0,3.0,9.0,1.0,5.0,1.7,4.0,1.3,2.3,0.0,,0.0,0.0,0.0,77.1,
404.0,Keith Kirkwood,27.0,CAR,WR,3.0,0.0,7.0,3.0,17.0,1.0,0.0,0.0,17.0,5.7,7.7,0.0,,1.0,14.3,0.0,50.3,
405.0,Patrick Laird,26.0,MIA,RB,6.0,0.0,3.0,3.0,17.0,2.0,-3.0,-1.0,20.0,6.7,-1.0,1.0,3.0,0.0,0.0,0.0,90.3,
406.0,D.J. Montgomery,25.0,NYJ,WR,3.0,0.0,6.0,3.0,36.0,2.0,21.0,7.0,15.0,5.0,6.5,0.0,,0.0,0.0,0.0,68.7,
407.0,Jason Moore,26.0,LAC,WR,2.0,1.0,4.0,3.0,56.0,3.0,30.0,10.0,26.0,8.7,15.0,0.0,,0.0,0.0,0.0,116.7,
408.0,Chris Myarick,26.0,NYG,TE,8.0,3.0,6.0,3.0,17.0,2.0,9.0,3.0,8.0,2.7,2.2,0.0,,2.0,33.3,1.0,56.2,
